Entity,Code,Year,Annual CO₂ emissions from coal
Denmark,DNK,1853,359072
Denmark,DNK,1854,458000
Denmark,DNK,1855,454336
Denmark,DNK,1856,648528
Denmark,DNK,1857,663184
Denmark,DNK,1858,490976
Denmark,DNK,1859,626544
Denmark,DNK,1860,542272
Denmark,DNK,1861,784096
Denmark,DNK,1862,677840
Denmark,DNK,1863,754784
Denmark,DNK,1864,648528
Denmark,DNK,1865,1014928
Denmark,DNK,1866,937984
Denmark,DNK,1867,916000
Denmark,DNK,1868,1084544
Denmark,DNK,1869,945312
Denmark,DNK,1870,1143168
Denmark,DNK,1871,1187136
Denmark,DNK,1872,1139504
Denmark,DNK,1873,1150496
Denmark,DNK,1874,1242096
Denmark,DNK,1875,1458272
Denmark,DNK,1876,1542544
Denmark,DNK,1877,1524224
Denmark,DNK,1878,1447280
Denmark,DNK,1879,1634144
Denmark,DNK,1880,1861312
Denmark,DNK,1881,1971232
Denmark,DNK,1882,2114128
Denmark,DNK,1883,2429232
Denmark,DNK,1884,2418240
Denmark,DNK,1885,2535488
Denmark,DNK,1886,2429232
Denmark,DNK,1887,2491520
Denmark,DNK,1888,2802960
Denmark,DNK,1889,2993488
Denmark,DNK,1890,2868912
Denmark,DNK,1891,3085088
Denmark,DNK,1892,3066886
Denmark,DNK,1893,2997152
Denmark,DNK,1894,3400192
Denmark,DNK,1895,3524768
Denmark,DNK,1896,4312528
Denmark,DNK,1897,4623968
Denmark,DNK,1898,4803504
Denmark,DNK,1899,5250512
Denmark,DNK,1900,5147920
Denmark,DNK,1901,5360432
Denmark,DNK,1902,5503328
Denmark,DNK,1903,5726832
Denmark,DNK,1904,6177504
Denmark,DNK,1905,6008960
Denmark,DNK,1906,6543904
Denmark,DNK,1907,5833088
Denmark,DNK,1908,7236400
Denmark,DNK,1909,8005840.5
Denmark,DNK,1910,7349984
Denmark,DNK,1911,7829968
Denmark,DNK,1912,9284576
Denmark,DNK,1913,9526400
Denmark,DNK,1914,9764560
Denmark,DNK,1915,10453392
Denmark,DNK,1916,10215232
Denmark,DNK,1917,7434256
Denmark,DNK,1918,8676352
Denmark,DNK,1919,8236672.5
Denmark,DNK,1920,7192432
Denmark,DNK,1921,6793056
Denmark,DNK,1922,9650976
Denmark,DNK,1923,10526672
Denmark,DNK,1924,12340352
Denmark,DNK,1925,10720864
Denmark,DNK,1926,10468048
Denmark,DNK,1927,13325968
Denmark,DNK,1928,12171808
Denmark,DNK,1929,14729280
Denmark,DNK,1930,13421232
Denmark,DNK,1931,14069760
Denmark,DNK,1932,13223320
Denmark,DNK,1933,13098800
Denmark,DNK,1934,14260288
Denmark,DNK,1935,14875840
Denmark,DNK,1936,15385228
Denmark,DNK,1937,15960384
Denmark,DNK,1938,14315248
Denmark,DNK,1939,15956720
Denmark,DNK,1940,14604704
Denmark,DNK,1941,17191488
Denmark,DNK,1942,16257168
Denmark,DNK,1943,20305888
Denmark,DNK,1944,19961472
Denmark,DNK,1945,13934192
Denmark,DNK,1946,17396672
Denmark,DNK,1947,21141280
Denmark,DNK,1948,16689604
Denmark,DNK,1949,16469589
Denmark,DNK,1950,16612576
Denmark,DNK,1951,15736880
Denmark,DNK,1952,16385408
Denmark,DNK,1953,16209536
Denmark,DNK,1954,17986576
Denmark,DNK,1955,17704448
Denmark,DNK,1956,15374144
Denmark,DNK,1957,13527488
Denmark,DNK,1958,14230976
Denmark,DNK,1959,12787360
Denmark,DNK,1960,14885000
Denmark,DNK,1961,14469136
Denmark,DNK,1962,15903845
Denmark,DNK,1963,16126717
Denmark,DNK,1964,14916144
Denmark,DNK,1965,13732672
Denmark,DNK,1966,14066096
Denmark,DNK,1967,12574848
Denmark,DNK,1968,12340352
Denmark,DNK,1969,11504960
Denmark,DNK,1970,9365184
Denmark,DNK,1971,5741488
Denmark,DNK,1972,5331120
Denmark,DNK,1973,9072064
Denmark,DNK,1974,8185376
Denmark,DNK,1975,10834448
Denmark,DNK,1976,12237760
Denmark,DNK,1977,13732672
Denmark,DNK,1978,12875296
Denmark,DNK,1979,16290144
Denmark,DNK,1980,22016976
Denmark,DNK,1981,18092832
Denmark,DNK,1982,22071286
Denmark,DNK,1983,19968800
Denmark,DNK,1984,21369990
Denmark,DNK,1985,28007616
Denmark,DNK,1986,27012990
Denmark,DNK,1987,27467282
Denmark,DNK,1988,25966768
Denmark,DNK,1989,20498538
Denmark,DNK,1990,24005216
Denmark,DNK,1991,32569900
Denmark,DNK,1992,27133132
Denmark,DNK,1993,28451488
Denmark,DNK,1994,30577564
Denmark,DNK,1995,25600004
Denmark,DNK,1996,35136788
Denmark,DNK,1997,26150118
Denmark,DNK,1998,22219104
Denmark,DNK,1999,18672010
Denmark,DNK,2000,15657394
Denmark,DNK,2001,16557831
Denmark,DNK,2002,16537388
Denmark,DNK,2003,22573276
Denmark,DNK,2004,17281042
Denmark,DNK,2005,14601613
Denmark,DNK,2006,22005606
Denmark,DNK,2007,18421878
Denmark,DNK,2008,16133722
Denmark,DNK,2009,15784477
Denmark,DNK,2010,15351008
Denmark,DNK,2011,12914962
Denmark,DNK,2012,10078159
Denmark,DNK,2013,12754866
Denmark,DNK,2014,10143308
Denmark,DNK,2015,7242452
Denmark,DNK,2016,8413077
Denmark,DNK,2017,6252826
Denmark,DNK,2018,6361589
Denmark,DNK,2019,3588381
Denmark,DNK,2020,3166356
Denmark,DNK,2021,4207500
Denmark,DNK,2022,4133048
Denmark,DNK,2023,2632574
Denmark,DNK,2024,1802883
Dominican Republic,DOM,1870,13393
Dominican Republic,DOM,1871,1570
Dominican Republic,DOM,1872,3034
Dominican Republic,DOM,1873,1465
Dominican Republic,DOM,1874,1277
Dominican Republic,DOM,1875,0
Dominican Republic,DOM,1876,0
Dominican Republic,DOM,1877,2180
Dominican Republic,DOM,1878,2919
Dominican Republic,DOM,1879,2480
Dominican Republic,DOM,1880,5366
Dominican Republic,DOM,1881,3632
Dominican Republic,DOM,1882,280
Dominican Republic,DOM,1883,3575
Dominican Republic,DOM,1884,4465
Dominican Republic,DOM,1885,4794
Dominican Republic,DOM,1886,5422
Dominican Republic,DOM,1887,3918.9998
Dominican Republic,DOM,1888,5589
Dominican Republic,DOM,1889,5896
Dominican Republic,DOM,1890,7189
Dominican Republic,DOM,1891,7525
Dominican Republic,DOM,1892,8802
Dominican Republic,DOM,1893,11301
Dominican Republic,DOM,1894,27043
Dominican Republic,DOM,1895,19923
Dominican Republic,DOM,1896,24222
Dominican Republic,DOM,1897,16638
Dominican Republic,DOM,1898,12411
Dominican Republic,DOM,1899,14853
Dominican Republic,DOM,1900,15207
Dominican Republic,DOM,1901,14271
Dominican Republic,DOM,1902,14294
Dominican Republic,DOM,1903,17559
Dominican Republic,DOM,1904,13773
Dominican Republic,DOM,1905,16209.999
Dominican Republic,DOM,1906,18420
Dominican Republic,DOM,1907,25535
Dominican Republic,DOM,1908,29608
Dominican Republic,DOM,1909,25984
Dominican Republic,DOM,1910,37803
Dominican Republic,DOM,1911,42760
Dominican Republic,DOM,1912,37092
Dominican Republic,DOM,1913,42473
Dominican Republic,DOM,1914,47069
Dominican Republic,DOM,1915,57639
Dominican Republic,DOM,1916,72845
Dominican Republic,DOM,1917,77139
Dominican Republic,DOM,1918,81771
Dominican Republic,DOM,1919,59085
Dominican Republic,DOM,1920,48836
Dominican Republic,DOM,1921,47816
Dominican Republic,DOM,1922,22183
Dominican Republic,DOM,1923,36446
Dominican Republic,DOM,1924,22155
Dominican Republic,DOM,1925,25053
Dominican Republic,DOM,1926,31032
Dominican Republic,DOM,1927,26276
Dominican Republic,DOM,1928,15789
Dominican Republic,DOM,1929,22309
Dominican Republic,DOM,1930,26458
Dominican Republic,DOM,1931,10357
Dominican Republic,DOM,1932,12493
Dominican Republic,DOM,1933,8141
Dominican Republic,DOM,1934,8815
Dominican Republic,DOM,1935,12175
Dominican Republic,DOM,1936,11100
Dominican Republic,DOM,1937,6507
Dominican Republic,DOM,1938,3829
Dominican Republic,DOM,1939,382
Dominican Republic,DOM,1940,10336
Dominican Republic,DOM,1941,2298
Dominican Republic,DOM,1942,6125
Dominican Republic,DOM,1943,13781
Dominican Republic,DOM,1944,767
Dominican Republic,DOM,1945,1683
Dominican Republic,DOM,1946,8423
Dominican Republic,DOM,1947,9954
Dominican Republic,DOM,1948,14163
Dominican Republic,DOM,1949,1149
Dominican Republic,DOM,1950,382
Dominican Republic,DOM,1951,0
Dominican Republic,DOM,1952,0
Dominican Republic,DOM,1953,3642
Dominican Republic,DOM,1954,3664
Dominican Republic,DOM,1955,3664
Dominican Republic,DOM,1956,3664
Dominican Republic,DOM,1957,0
Dominican Republic,DOM,1958,3664
Dominican Republic,DOM,1959,3664
Dominican Republic,DOM,1960,3664
Dominican Republic,DOM,1961,3651
Dominican Republic,DOM,1962,0
Dominican Republic,DOM,1963,3664
Dominican Republic,DOM,1964,3664
Dominican Republic,DOM,1965,3655
Dominican Republic,DOM,1966,3664
Dominican Republic,DOM,1967,3664
Dominican Republic,DOM,1968,3664
Dominican Republic,DOM,1969,3659
Dominican Republic,DOM,1970,3664
Dominican Republic,DOM,1971,3664
Dominican Republic,DOM,1972,3664
Dominican Republic,DOM,1973,3664
Dominican Republic,DOM,1974,3664
Dominican Republic,DOM,1975,3662
Dominican Republic,DOM,1976,3662
Dominican Republic,DOM,1977,3664
Dominican Republic,DOM,1978,0
Dominican Republic,DOM,1979,0
Dominican Republic,DOM,1980,0
Dominican Republic,DOM,1981,0
Dominican Republic,DOM,1982,0
Dominican Republic,DOM,1983,0
Dominican Republic,DOM,1984,0
Dominican Republic,DOM,1985,0
Dominican Republic,DOM,1986,73313
Dominican Republic,DOM,1987,615552
Dominican Republic,DOM,1988,256480.02
Dominican Republic,DOM,1989,696160
Dominican Republic,DOM,1990,25648
Dominican Republic,DOM,1991,150282
Dominican Republic,DOM,1992,370064
Dominican Republic,DOM,1993,318768
Dominican Republic,DOM,1994,274800
Dominican Republic,DOM,1995,293191
Dominican Republic,DOM,1996,340752
Dominican Republic,DOM,1997,370064
Dominican Republic,DOM,1998,718144
Dominican Republic,DOM,1999,619216
Dominican Republic,DOM,2000,245488
Dominican Republic,DOM,2001,538608
Dominican Republic,DOM,2002,619216
Dominican Republic,DOM,2003,2802960
Dominican Republic,DOM,2004,2062832.1
Dominican Republic,DOM,2005,1263822
Dominican Republic,DOM,2006,1868281
Dominican Republic,DOM,2007,1930928
Dominican Republic,DOM,2008,2110464
Dominican Republic,DOM,2009,2062449
Dominican Republic,DOM,2010,1850320
Dominican Republic,DOM,2011,2216720
Dominican Republic,DOM,2012,1744369
Dominican Republic,DOM,2013,2150392
Dominican Republic,DOM,2014,2810288
Dominican Republic,DOM,2015,2542413
Dominican Republic,DOM,2016,2531442
Dominican Republic,DOM,2017,2942192
Dominican Republic,DOM,2018,2891314
Dominican Republic,DOM,2019,4455424
Dominican Republic,DOM,2020,6519164
Dominican Republic,DOM,2021,6148192
Dominican Republic,DOM,2022,7429706
Dominican Republic,DOM,2023,7678460
Dominican Republic,DOM,2024,7960191
Ecuador,ECU,1892,85
Ecuador,ECU,1893,8
Ecuador,ECU,1894,13
Ecuador,ECU,1895,3403
Ecuador,ECU,1896,3
Ecuador,ECU,1897,810
Ecuador,ECU,1898,0
Ecuador,ECU,1899,1967.0001
Ecuador,ECU,1900,3
Ecuador,ECU,1901,18
Ecuador,ECU,1902,49
Ecuador,ECU,1903,2567
Ecuador,ECU,1904,4296
Ecuador,ECU,1905,37097
Ecuador,ECU,1906,12819
Ecuador,ECU,1907,492.00003
Ecuador,ECU,1908,7818.0005
Ecuador,ECU,1909,35605
Ecuador,ECU,1910,56013
Ecuador,ECU,1911,51234
Ecuador,ECU,1912,46856
Ecuador,ECU,1913,53256
Ecuador,ECU,1914,29408
Ecuador,ECU,1915,24476
Ecuador,ECU,1916,49667
Ecuador,ECU,1917,36546
Ecuador,ECU,1918,5822
Ecuador,ECU,1919,7837.9995
Ecuador,ECU,1920,13591
Ecuador,ECU,1921,11157
Ecuador,ECU,1922,10806
Ecuador,ECU,1923,5548
Ecuador,ECU,1924,8169
Ecuador,ECU,1925,2891
Ecuador,ECU,1926,21244
Ecuador,ECU,1927,864
Ecuador,ECU,1928,1624
Ecuador,ECU,1929,467
Ecuador,ECU,1930,313
Ecuador,ECU,1931,1149
Ecuador,ECU,1932,1149
Ecuador,ECU,1933,1149
Ecuador,ECU,1934,1149
Ecuador,ECU,1935,1149
Ecuador,ECU,1936,1149
Ecuador,ECU,1937,1149
Ecuador,ECU,1938,1149
Ecuador,ECU,1939,382
Ecuador,ECU,1940,382
Ecuador,ECU,1941,382
Ecuador,ECU,1942,382
Ecuador,ECU,1943,382
Ecuador,ECU,1944,382
Ecuador,ECU,1945,382
Ecuador,ECU,1946,382
Ecuador,ECU,1947,382
Ecuador,ECU,1948,767
Ecuador,ECU,1949,1531
Ecuador,ECU,1950,382
Ecuador,ECU,1951,382
Ecuador,ECU,1952,1149
Ecuador,ECU,1953,382
Ecuador,ECU,1954,0
Ecuador,ECU,1955,0
Ecuador,ECU,1956,0
Ecuador,ECU,1957,0
Ecuador,ECU,1958,0
Ecuador,ECU,1959,0
Ecuador,ECU,1960,0
Egypt,EGY,1911,0
Egypt,EGY,1912,0
Egypt,EGY,1913,0
Egypt,EGY,1914,0
Egypt,EGY,1915,0
Egypt,EGY,1916,0
Egypt,EGY,1917,0
Egypt,EGY,1918,0
Egypt,EGY,1919,0
Egypt,EGY,1920,0
Egypt,EGY,1921,0
Egypt,EGY,1922,0
Egypt,EGY,1923,0
Egypt,EGY,1924,0
Egypt,EGY,1925,0
Egypt,EGY,1926,0
Egypt,EGY,1927,0
Egypt,EGY,1928,0
Egypt,EGY,1929,0
Egypt,EGY,1930,0
Egypt,EGY,1931,0
Egypt,EGY,1932,0
Egypt,EGY,1933,0
Egypt,EGY,1934,0
Egypt,EGY,1935,0
Egypt,EGY,1936,0
Egypt,EGY,1937,0
Egypt,EGY,1938,0
Egypt,EGY,1939,0
Egypt,EGY,1940,0
Egypt,EGY,1941,0
Egypt,EGY,1942,0
Egypt,EGY,1943,0
Egypt,EGY,1944,0
Egypt,EGY,1945,0
Egypt,EGY,1946,0
Egypt,EGY,1947,0
Egypt,EGY,1948,0
Egypt,EGY,1949,0
Egypt,EGY,1950,509296
Egypt,EGY,1951,674176
Egypt,EGY,1952,472656
Egypt,EGY,1953,183200
Egypt,EGY,1954,322533
Egypt,EGY,1955,260144
Egypt,EGY,1956,234496
Egypt,EGY,1957,439680
Egypt,EGY,1958,666848
Egypt,EGY,1959,208848
Egypt,EGY,1960,414032
Egypt,EGY,1961,780600
Egypt,EGY,1962,707152
Egypt,EGY,1963,707152
Egypt,EGY,1964,1212784
Egypt,EGY,1965,1025784
Egypt,EGY,1966,674176
Egypt,EGY,1967,1110192
Egypt,EGY,1968,1154160
Egypt,EGY,1969,1260651
Egypt,EGY,1970,1227232
Egypt,EGY,1971,915854
Egypt,EGY,1972,937849
Egypt,EGY,1973,897680
Egypt,EGY,1974,1542761
Egypt,EGY,1975,3561408
Egypt,EGY,1976,2282915
Egypt,EGY,1977,2539152
Egypt,EGY,1978,1989552
Egypt,EGY,1979,1817344
Egypt,EGY,1980,1817344
Egypt,EGY,1981,2894768
Egypt,EGY,1982,3220656
Egypt,EGY,1983,2257024
Egypt,EGY,1984,2257154
Egypt,EGY,1985,2275344
Egypt,EGY,1986,2762656
Egypt,EGY,1987,2923872
Egypt,EGY,1988,2583120
Egypt,EGY,1989,2832128
Egypt,EGY,1990,3360051
Egypt,EGY,1991,2696577
Egypt,EGY,1992,2590448
Egypt,EGY,1993,3414848
Egypt,EGY,1994,3693152
Egypt,EGY,1995,2451216
Egypt,EGY,1996,3429504
Egypt,EGY,1997,2850689
Egypt,EGY,1998,2791968
Egypt,EGY,1999,2506250
Egypt,EGY,2000,3143712
Egypt,EGY,2001,2748081
Egypt,EGY,2002,2956848
Egypt,EGY,2003,3063028
Egypt,EGY,2004,3191422
Egypt,EGY,2005,3066700
Egypt,EGY,2006,2927536
Egypt,EGY,2007,2916544
Egypt,EGY,2008,2854203
Egypt,EGY,2009,2689376
Egypt,EGY,2010,4125664.2
Egypt,EGY,2011,1700068
Egypt,EGY,2012,1802688
Egypt,EGY,2013,1700124
Egypt,EGY,2014,1494912
Egypt,EGY,2015,1344710
Egypt,EGY,2016,1608472
Egypt,EGY,2017,6507264
Egypt,EGY,2018,13007002
Egypt,EGY,2019,10123632
Egypt,EGY,2020,5400817
Egypt,EGY,2021,8702000
Egypt,EGY,2022,7762165
Egypt,EGY,2023,8639142
Egypt,EGY,2024,12120909
El Salvador,SLV,1870,0
El Salvador,SLV,1871,0
El Salvador,SLV,1872,0
El Salvador,SLV,1873,0
El Salvador,SLV,1874,3
El Salvador,SLV,1875,0
El Salvador,SLV,1876,0
El Salvador,SLV,1877,3
El Salvador,SLV,1878,10
El Salvador,SLV,1879,21
El Salvador,SLV,1880,10
El Salvador,SLV,1881,3
El Salvador,SLV,1882,3
El Salvador,SLV,1883,15
El Salvador,SLV,1884,36
El Salvador,SLV,1885,23
El Salvador,SLV,1886,41
El Salvador,SLV,1887,41
El Salvador,SLV,1888,0
El Salvador,SLV,1889,0
El Salvador,SLV,1890,8
El Salvador,SLV,1891,23
El Salvador,SLV,1892,203
El Salvador,SLV,1893,380
El Salvador,SLV,1894,310
El Salvador,SLV,1895,395
El Salvador,SLV,1896,5896
El Salvador,SLV,1897,7794
El Salvador,SLV,1898,13
El Salvador,SLV,1899,1706
El Salvador,SLV,1900,3
El Salvador,SLV,1901,267
El Salvador,SLV,1902,295
El Salvador,SLV,1903,33
El Salvador,SLV,1904,23
El Salvador,SLV,1905,56
El Salvador,SLV,1906,523
El Salvador,SLV,1907,500.00003
El Salvador,SLV,1908,38
El Salvador,SLV,1909,18
El Salvador,SLV,1910,290
El Salvador,SLV,1911,382
El Salvador,SLV,1912,462
El Salvador,SLV,1913,4086
El Salvador,SLV,1914,203
El Salvador,SLV,1915,300
El Salvador,SLV,1916,321
El Salvador,SLV,1917,185
El Salvador,SLV,1918,274
El Salvador,SLV,1919,6017
El Salvador,SLV,1920,8225
El Salvador,SLV,1921,195
El Salvador,SLV,1922,233
El Salvador,SLV,1923,154
El Salvador,SLV,1924,280
El Salvador,SLV,1925,382
El Salvador,SLV,1926,459
El Salvador,SLV,1927,9954
El Salvador,SLV,1928,11485
El Salvador,SLV,1929,12632
El Salvador,SLV,1930,767
El Salvador,SLV,1931,382
El Salvador,SLV,1932,10336
El Salvador,SLV,1933,8805
El Salvador,SLV,1934,382
El Salvador,SLV,1935,1531
El Salvador,SLV,1936,382
El Salvador,SLV,1937,382
El Salvador,SLV,1938,382
El Salvador,SLV,1939,767
El Salvador,SLV,1940,382
El Salvador,SLV,1941,382
El Salvador,SLV,1942,382
El Salvador,SLV,1943,767
El Salvador,SLV,1944,382
El Salvador,SLV,1945,382
El Salvador,SLV,1946,382
El Salvador,SLV,1947,382
El Salvador,SLV,1948,767
El Salvador,SLV,1949,382
El Salvador,SLV,1950,382
El Salvador,SLV,1951,767
El Salvador,SLV,1952,382
El Salvador,SLV,1953,382
El Salvador,SLV,1954,767
El Salvador,SLV,1955,767
El Salvador,SLV,1956,0
El Salvador,SLV,1957,0
El Salvador,SLV,1958,0
El Salvador,SLV,1959,0
El Salvador,SLV,1960,0
El Salvador,SLV,1993,3664
El Salvador,SLV,1994,3664
El Salvador,SLV,1995,3664
El Salvador,SLV,1996,3664
El Salvador,SLV,1997,3664
El Salvador,SLV,1998,3664
El Salvador,SLV,1999,3664
El Salvador,SLV,2000,3664
El Salvador,SLV,2001,3662
El Salvador,SLV,2002,0
El Salvador,SLV,2003,3664
El Salvador,SLV,2004,3664
El Salvador,SLV,2005,3662
El Salvador,SLV,2006,3664
El Salvador,SLV,2007,3662
El Salvador,SLV,2008,3662
El Salvador,SLV,2009,3662
El Salvador,SLV,2010,3662
El Salvador,SLV,2011,3662
El Salvador,SLV,2012,3664
El Salvador,SLV,2013,3662
El Salvador,SLV,2014,3664
El Salvador,SLV,2015,3662
El Salvador,SLV,2016,3664
El Salvador,SLV,2017,0
El Salvador,SLV,2018,0
El Salvador,SLV,2019,0
El Salvador,SLV,2020,0
El Salvador,SLV,2021,0
El Salvador,SLV,2022,0
El Salvador,SLV,2023,0
El Salvador,SLV,2024,0
Estonia,EST,1830,185
Estonia,EST,1831,222
Estonia,EST,1832,148
Estonia,EST,1833,185
Estonia,EST,1850,1145
Estonia,EST,1855,3471
Estonia,EST,1858,4874
Estonia,EST,1859,5170
Estonia,EST,1860,6778
Estonia,EST,1861,8624
Estonia,EST,1862,7775
Estonia,EST,1863,8108.0005
Estonia,EST,1864,9069
Estonia,EST,1865,8644
Estonia,EST,1866,27607
Estonia,EST,1867,31634
Estonia,EST,1868,26080
Estonia,EST,1869,35553
Estonia,EST,1870,38618
Estonia,EST,1871,52353
Estonia,EST,1872,53721
Estonia,EST,1873,49925
Estonia,EST,1874,60287
Estonia,EST,1875,68774
Estonia,EST,1876,84498
Estonia,EST,1877,84698
Estonia,EST,1878,111260
Estonia,EST,1879,112693
Estonia,EST,1880,132534
Estonia,EST,1881,136440
Estonia,EST,1882,143275
Estonia,EST,1883,163578
Estonia,EST,1884,158595
Estonia,EST,1885,168015
Estonia,EST,1886,171880
Estonia,EST,1887,174259
Estonia,EST,1888,179811
Estonia,EST,1889,198400
Estonia,EST,1890,220130
Estonia,EST,1891,234137
Estonia,EST,1892,249423
Estonia,EST,1893,291475
Estonia,EST,1894,307246
Estonia,EST,1895,332677
Estonia,EST,1896,341951
Estonia,EST,1897,397620
Estonia,EST,1898,444810
Estonia,EST,1899,530777
Estonia,EST,1900,595382
Estonia,EST,1901,591217
Estonia,EST,1902,576055
Estonia,EST,1903,579853
Estonia,EST,1904,658403
Estonia,EST,1905,617503
Estonia,EST,1906,704691
Estonia,EST,1907,798927
Estonia,EST,1908,804595
Estonia,EST,1909,847077
Estonia,EST,1910,821432
Estonia,EST,1911,867625
Estonia,EST,1912,1001427.06
Estonia,EST,1913,1106268
Estonia,EST,1914,977250
Estonia,EST,1915,867805
Estonia,EST,1916,924288
Estonia,EST,1917,857178
Estonia,EST,1918,337609
Estonia,EST,1919,260099
Estonia,EST,1920,240609
Estonia,EST,1921,270654
Estonia,EST,1922,329630
Estonia,EST,1923,362375
Estonia,EST,1924,449009
Estonia,EST,1925,433781
Estonia,EST,1926,659885
Estonia,EST,1927,826143
Estonia,EST,1928,943866
Estonia,EST,1929,989308
Estonia,EST,1930,1235790
Estonia,EST,1931,1480285
Estonia,EST,1932,1755808
Estonia,EST,1933,2011953.1
Estonia,EST,1934,2464744
Estonia,EST,1935,2826395
Estonia,EST,1936,3268725
Estonia,EST,1937,3332753
Estonia,EST,1938,3516852
Estonia,EST,1939,3562534
Estonia,EST,1940,4358693
Estonia,EST,1941,3747589
Estonia,EST,1942,1761308
Estonia,EST,1943,1947520
Estonia,EST,1944,2877453
Estonia,EST,1945,3420711
Estonia,EST,1946,3832964
Estonia,EST,1947,4609398
Estonia,EST,1948,4877143
Estonia,EST,1949,5528667
Estonia,EST,1950,6155897
Estonia,EST,1951,6673023
Estonia,EST,1952,7100622
Estonia,EST,1953,7468831
Estonia,EST,1954,8136302
Estonia,EST,1955,9185886
Estonia,EST,1956,9975254
Estonia,EST,1957,10826523
Estonia,EST,1958,11413051
Estonia,EST,1959,11867118
Estonia,EST,1960,12169174
Estonia,EST,1961,12318525
Estonia,EST,1962,12626751
Estonia,EST,1963,13375463
Estonia,EST,1964,14076017
Estonia,EST,1965,14802265
Estonia,EST,1966,15496831
Estonia,EST,1967,15907917
Estonia,EST,1968,16050726
Estonia,EST,1969,16484440
Estonia,EST,1970,17310568
Estonia,EST,1971,18050052
Estonia,EST,1972,18743522
Estonia,EST,1973,19185958
Estonia,EST,1974,19515450
Estonia,EST,1975,20323440
Estonia,EST,1976,21073562
Estonia,EST,1977,21630992
Estonia,EST,1978,21837450
Estonia,EST,1979,22027044
Estonia,EST,1980,23113062
Estonia,EST,1981,21768246
Estonia,EST,1982,22216008
Estonia,EST,1983,22402970
Estonia,EST,1984,22631342
Estonia,EST,1985,25381216
Estonia,EST,1986,25817626
Estonia,EST,1987,25847734
Estonia,EST,1988,25445582
Estonia,EST,1989,26246074
Estonia,EST,1990,24434818
Estonia,EST,1991,22546902
Estonia,EST,1992,17795902
Estonia,EST,1993,13589430
Estonia,EST,1994,14118098
Estonia,EST,1995,12915791
Estonia,EST,1996,13451013
Estonia,EST,1997,13191434
Estonia,EST,1998,11500326
Estonia,EST,1999,10920884
Estonia,EST,2000,10850794
Estonia,EST,2001,10679061
Estonia,EST,2002,10381617
Estonia,EST,2003,12171635
Estonia,EST,2004,12011566
Estonia,EST,2005,11744938
Estonia,EST,2006,11047223
Estonia,EST,2007,14258387
Estonia,EST,2008,12321859
Estonia,EST,2009,10021534
Estonia,EST,2010,14262001
Estonia,EST,2011,14181643
Estonia,EST,2012,12602224
Estonia,EST,2013,14532069
Estonia,EST,2014,14071926
Estonia,EST,2015,11270703
Estonia,EST,2016,12763332
Estonia,EST,2017,13877060
Estonia,EST,2018,13062730
Estonia,EST,2019,7775731
Estonia,EST,2020,5276807
Estonia,EST,2021,6458311
Estonia,EST,2022,8085997.5
Estonia,EST,2023,4973826
Estonia,EST,2024,4547139
Eswatini,SWZ,1950,3664
Eswatini,SWZ,1951,3664
Eswatini,SWZ,1952,3664
Eswatini,SWZ,1953,3664
Eswatini,SWZ,1954,3664
Eswatini,SWZ,1955,3664
Eswatini,SWZ,1956,3664
Eswatini,SWZ,1957,3664
Eswatini,SWZ,1958,3664
Eswatini,SWZ,1959,3664
Eswatini,SWZ,1960,32976
Eswatini,SWZ,1961,3664
Eswatini,SWZ,1964,10992
Eswatini,SWZ,1965,80608
Eswatini,SWZ,1966,201520
Eswatini,SWZ,1967,227168
Eswatini,SWZ,1968,278464
Eswatini,SWZ,1969,304112
Eswatini,SWZ,1970,366400
Eswatini,SWZ,1971,399376
Eswatini,SWZ,1972,381056
Eswatini,SWZ,1973,370064
Eswatini,SWZ,1974,311440
Eswatini,SWZ,1975,337088
Eswatini,SWZ,1976,333424
Eswatini,SWZ,1977,340752
Eswatini,SWZ,1978,439680
Eswatini,SWZ,1979,447008
Eswatini,SWZ,1980,465328
Eswatini,SWZ,1981,436016
Eswatini,SWZ,1982,436016
Eswatini,SWZ,1983,271136
Eswatini,SWZ,1984,333424
Eswatini,SWZ,1985,439680
Eswatini,SWZ,1986,458000
Eswatini,SWZ,1987,436016
Eswatini,SWZ,1988,436016
Eswatini,SWZ,1989,436016
Eswatini,SWZ,1990,423408
Eswatini,SWZ,1991,326096
Eswatini,SWZ,1992,264975
Eswatini,SWZ,1993,131904
Eswatini,SWZ,1994,483648
Eswatini,SWZ,1995,452769
Eswatini,SWZ,1996,340752
Eswatini,SWZ,1997,564256
Eswatini,SWZ,1998,564256
Eswatini,SWZ,1999,584516
Eswatini,SWZ,2000,533323
Eswatini,SWZ,2001,507323.03
Eswatini,SWZ,2002,487312
Eswatini,SWZ,2003,397924
Eswatini,SWZ,2004,393484
Eswatini,SWZ,2005,381056
Eswatini,SWZ,2006,386114
Eswatini,SWZ,2007,403040
Eswatini,SWZ,2008,412548
Eswatini,SWZ,2009,381056
Eswatini,SWZ,2010,368708
Eswatini,SWZ,2011,329760
Eswatini,SWZ,2012,458000
Eswatini,SWZ,2013,597232
Eswatini,SWZ,2014,47632
Eswatini,SWZ,2015,120912
Eswatini,SWZ,2016,216176
Eswatini,SWZ,2017,142896
Eswatini,SWZ,2018,142896
Eswatini,SWZ,2019,175872
Eswatini,SWZ,2020,142369
Eswatini,SWZ,2021,161216
Eswatini,SWZ,2022,179536
